N°,ZONA,DISTRITO,PROVINCIA,CANTON,PARROQUIA,TIPO_EDUCACION,AMIE,INSTITUCION,SOSTENIMIENTO,JURISDICCION,REGIMEN,ZONA_INEC,NIVEL_DE_EDUCACION,NRO_NINOS,AUX_ANIO_DOTACION,AUX_T_IE,MD_ANIO_DOTACION,MD_PARALELOS,MD_MONTO_USD,M_ANIO_DOTACION,M_TIPO_DE_AMBIENTE,M_MONTO_USD,JE_ANIO_DOTACION,JE_CANTIDAD,JE_MONTO_USD,AUX_IE_MATERIAL,SAE,REVISION_DNIF,DIMENSIONES,LONGITUD,LATITUD
639,Zona 1,21D04,SUCUMBIOS,SHUSHUFINDI,SHUSHUFINDI,Ordinario,21H00494,ESCUELA DE EDUCACION GENERAL BASICA ANGEL ALMEIDA,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB,12,2027,1,2027,1,2818.74,2027,1,1260,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-76.6297937121,-0.199685115812
640,Zona 1,21D04,SUCUMBIOS,SHUSHUFINDI,SHUSHUFINDI,Ordinario,21H00502,UNIDAD EDUCATIVA SHUSHUFINDI,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB/Bachillerato,43,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,1200 metros cuadrados ,-76.6436155663,-0.181240875493
641,Zona 1,21D04,SUCUMBIOS,SHUSHUFINDI,SHUSHUFINDI,Ordinario,21H00521,UNIDAD EDUCATIVA SAN JUAN BAUTISTA DE LA SALLE,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB,48,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,10 x 10,-76.6477888201,-0.191101893299
642,Zona 1,21D04,SUCUMBIOS,SHUSHUFINDI,SHUSHUFINDI,Ordinario,21H00535,UNIDAD EDUCATIVA FRANCISCO JAVIER PEÑARRETA,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB,72,2027,1,2027,3,8456.22,2027,3,3780,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-76.6407815005,-0.184706285535
643,Zona 1,08D03,ESMERALDAS,MUISNE,SAN GREGORIO,Ordinario,08H00646,ESCUELA DE EDUCACION GENERAL BASICA FISCAL PRESIDENTE ROOSEVELT,FISCAL,Intercultural,COSTA,Rural,Inicial y EGB,12,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,,,144m2,-79.9705353574,0.528702269698
644,Zona 1,21D04,SUCUMBIOS,SHUSHUFINDI,SAN ROQUE (CAB. EN SAN VICENTE),Ordinario,21H00586,UNIDAD EDUCATIVA HNA INES ARANGO VELASQUEZ,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB,37,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-76.4890298585,-0.322198265312
645,Zona 1,21D04,SUCUMBIOS,SHUSHUFINDI,SAN ROQUE (CAB. EN SAN VICENTE),Ordinario,21H00587,UNIDAD EDUCATIVA RIO YASUNI,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,13,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,40,-76.3625262922,-0.296287816269
646,Zona 1,08D02,ESMERALDAS,ELOY ALFARO,TIMBIRE,Ordinario,08H00577,UNIDAD EDUCATIVA GONZALO S. CORDOVA,FISCAL,Intercultural,COSTA,Rural,"Inicial, Educacion Basica y Bachillerato",31,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,,,6  por 8,-78.8864986209,0.969785635027
647,Zona 1,21D04,SUCUMBIOS,SHUSHUFINDI,SIETE DE JULIO,Ordinario,21H00621,UNIDAD EDUCATIVA CIUDAD DE PORTOVIEJO,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,44,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-76.7847221987,-0.184361122437
648,Zona 2,22D02,ORELLANA,ORELLANA,EL DORADO,Ordinario,22H00054,UNIDAD EDUCATIVA DAVID CLARK,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,19,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,64 Metros cuadrados,-76.9551062916,-0.502464012191
649,Zona 2,22D02,ORELLANA,ORELLANA,PUERTO FRANCISCO DE ORELLANA (EL COCA),Ordinario,22H00056,24 DE MARZO,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB,20,2027,1,2027,1,2818.74,2027,1,1260,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,250,-76.9941389018,-0.445223250423
650,Zona 2,22D02,ORELLANA,ORELLANA,PUERTO FRANCISCO DE ORELLANA (EL COCA),Ordinario,22H00064,UNIDAD EDUCATIVA PRESIDENTE TAMAYO,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB/Bachillerato,137,2027,1,2027,6,16912.44,2027,6,7560,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,10M X 15,-76.9851666908,-0.472584016183
651,Zona 2,17D10,PICHINCHA,PEDRO MONCAYO,TOCACHI,Ordinario,17H02343,ESCUELA DE EDUCACION BASICA MANUEL VILLAVICENCIO,FISCAL,Intercultural,SIERRA,Rural,Inicial y EGB,20,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,,,10m x 20m,-78.2922836981,0.0428580249047
652,Zona 2,22D02,ORELLANA,ORELLANA,PUERTO FRANCISCO DE ORELLANA (EL COCA),Ordinario,22H00109,UNIDAD EDUCATIVA ARTURO BORJA,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB/Bachillerato,40,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,200,-77.0286277174,-0.451762384001
653,Zona 2,22D02,ORELLANA,ORELLANA,PUERTO FRANCISCO DE ORELLANA (EL COCA),Ordinario,22H00145,UNIDAD EDUCATIVA CIUDAD DE COCA,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB/Bachillerato,62,2027,1,2027,3,8456.22,2027,3,3780,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,100 m,-76.9897644877,-0.454478518075
654,Zona 2,22D02,ORELLANA,ORELLANA,PUERTO FRANCISCO DE ORELLANA (EL COCA),Ordinario,22H00147,UNIDAD EDUCATIVA VICTOR SERGIO RON VEGA,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB/Bachillerato,50,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,30x20,-76.9916909122,-0.469328308248
655,Zona 2,22D02,ORELLANA,ORELLANA,PUERTO FRANCISCO DE ORELLANA (EL COCA),Ordinario,22H00150,AMAZONAS,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB/Bachillerato,190,2027,1,2027,8,22549.92,2027,8,10080,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,20m x 10 m = 200 m2,-76.9928138217,-0.465999916363
656,Zona 2,22D02,ORELLANA,ORELLANA,INES ARANGO (CAB. EN WESTERN),Ordinario,22H00152,UNIDAD EDUCATIVA TIGUINO,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,6,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,"Las 8 instituciones que refiere la DNIF, son las que van a ser intervenidas con adecuaciones de infraestructura",200,-76.9336726882,-1.09332816937
657,Zona 2,17D12,PICHINCHA,PUERTO QUITO,PUERTO QUITO,Ordinario,17H02663,UNIDAD EDUCATIVA CEPE,FISCAL,Intercultural,COSTA,Urbana,"Inicial, Educacion Basica y Bachillerato",37,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,,,,-79.2535304133,0.0543330105851
658,Zona 2,22D02,ORELLANA,ORELLANA,INES ARANGO (CAB. EN WESTERN),Ordinario,22H00185,UNIDAD EDUCATIVA FLOR DEL ORIENTE,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,11,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,5 largo x 6 ancho =30m2,-76.9137712459,-0.911690981985
659,Zona 2,22D01,ORELLANA,LA JOYA DE LOS SACHAS,LAGO SAN PEDRO,Ordinario,22H00325,LAGO SAN PEDRO,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,21,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,"Las 8 instituciones que refiere la DNIF, son las que van a ser intervenidas con adecuaciones de infraestructura",7x6,-76.943715548,-0.241947676966
660,Zona 2,22D01,ORELLANA,LA JOYA DE LOS SACHAS,TRES DE NOVIEMBRE,Ordinario,22H00329,CIUDAD DE BELEN,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB,15,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-76.9503061692,-0.159058101075
661,Zona 2,22D02,ORELLANA,LORETO,AVILA (CAB. EN HUIRUNO),Ordinario,22H00411,CERVANTES ECUATORIANO,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB,16,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,10 de ancho x 15 de largo,-77.3136902668,-0.698555435154
662,Zona 2,17D10,PICHINCHA,CAYAMBE,OTON,Ordinario,17H02231,UNIDAD EDUCATIVA CESAR ARROYO,FISCAL,Intercultural,SIERRA,Rural,"Inicial, Educacion Basica y Bachillerato",48,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,,,,-78.260148195,-0.0265680390973
663,Zona 2,17D11,PICHINCHA,RUMIÑAHUI,SANGOLQUI,Ordinario,17H02995,RUMIÑAHUI,FISCAL,Intercultural,SIERRA,Urbana,"Inicial, Educacion Basica y Bachillerato",42,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,,,,-78.4587400895,-0.355263125953
664,Zona 2,22D03,ORELLANA,AGUARICO,TIPUTINI,Ordinario,22H00535,UNIDAD EDUCATIVA TIPUTINI,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,39,2027,1,2027,3,8456.22,2027,3,3780,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,30 de ancho x 20 de largo,-75.5274374262,-0.788841909165
665,Zona 4,23D02,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,ABRAHAM CALAZACON,Ordinario,23H00016,UNIDAD EDUCATIVA RUBEN DARIO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,106,2027,1,2027,4,11274.96,2027,4,5040,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.1977083227,-0.25626031816
666,Zona 4,23D02,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,ABRAHAM CALAZACON,Ordinario,23H00091,UNIDAD EDUCATIVA SANTO DOMINGO DE LOS COLORADOS,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,207,2027,1,2027,8,22549.92,2027,8,10080,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,Aproximadamente 20 x 30 metros ,-79.1866705084,-0.256126273199
667,Zona 4,23D02,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,BOMBOLI,Ordinario,23H00135,UNIDAD EDUCATIVA RAMON MONCAYO BENITEZ,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,82,2027,1,2027,4,11274.96,2027,4,5040,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.1910408235,-0.224848576276
668,Zona 4,23D02,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,BOMBOLI,Ordinario,23H00137,UNIDAD EDUCATIVA GONZALO BENITEZ GOMEZ,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,63,2027,1,2027,3,8456.22,2027,3,3780,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,10 X 27= 200M2,-79.1976245399,-0.227498938479
669,Zona 4,23D02,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,Ordinario,23H00284,UNIDAD EDUCATIVA LAS DELICIAS,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,106,2027,1,2027,5,14093.7,2027,5,6300,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.4062812325,-0.262072386336
670,Zona 4,23D02,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,Ordinario,23H00288,UNIDAD EDUCATIVA VEINTICUATRO DE MAYO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,118,2027,1,2027,5,14093.7,2027,5,6300,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.1750599537,-0.250025227278
671,Zona 4,23D01,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,CHIGUILPE,Ordinario,23H00295,UNIDAD EDUCATIVA JULIO MORENO ESPINOSA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,192,2027,1,2027,8,22549.92,2027,8,10080,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,20 metros de largo x 30 metros de ancho ,-79.1648538883,-0.252741831584
672,Zona 4,23D03,SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,LA CONCORDIA,Ordinario,23H00301,UNIDAD EDUCATIVA SERGIO NUÑEZ,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,111,2027,1,2027,5,14093.7,2027,5,6300,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,16X6METROS CUADRADOS ,-79.3973402723,0.00515502833136
673,Zona 4,23D02,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,PUERTO LIMON,Ordinario,23H00325,UNIDAD EDUCATIVA VASCO NUÑEZ DE BALBOA,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,26,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.3968273869,-0.334540608463
674,Zona 4,23D03,SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,LA VILLEGAS,Ordinario,23H00360,JOSE DE LA CRUZ,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,32,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,240 METROS CUADRADOS,-79.44434552,-0.0554968830211
675,Zona 4,23D03,SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,LA CONCORDIA,Ordinario,23H00382,UNIDAD EDUCATIVA PROVINCIA DE PICHINCHA,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,44,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,6X4,-79.3922680241,-0.000963672535567
676,Zona 4,23D02,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,Ordinario,23H00388,UNIDAD EDUCATIVA PROCER MANUEL QUIROGA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,120,2027,1,2027,4,11274.96,2027,4,5040,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.3436375151,-0.244282318105
677,Zona 4,23D02,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,ABRAHAM CALAZACON,Ordinario,23H00407,UNIDAD EDUCATIVA DR CARLOS RUFINO MARIN,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,90,2027,1,2027,4,11274.96,2027,4,5040,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.2148334598,-0.291436324259
678,Zona 4,23D02,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,PUERTO LIMON,Ordinario,23H00506,UNIDAD EDUCATIVA VICENTE RAMON ROCA,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,31,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.3368463568,-0.354965460462
679,Zona 4,23D02,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,PUERTO LIMON,Ordinario,23H00514,UNIDAD EDUCATIVA PUERTO LIMON,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,100,2027,1,2027,4,11274.96,2027,4,5040,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.3703390251,-0.385755968108
680,Zona 4,23D03,SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,PLAN PILOTO,Ordinario,23H00822,MYR. LUIS ANIBAL YEPEZ,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,44,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,108 METROS CUADRADOS,-79.3921288377,-0.0706314299184
681,Zona 4,23D01,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,RIO VERDE,Ordinario,23H00824,UNIDAD EDUCATIVA ALESSANDRO VOLTA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,146,2027,1,2027,6,16912.44,2027,6,7560,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,8x6 metros ,-79.1854094213,-0.271310579456
682,Zona 4,23D02,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SAN JACINTO DEL BUA,Ordinario,23H00829,UNIDAD EDUCATIVA SAN JACINTO DEL BUA,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,113,2027,1,2027,5,14093.7,2027,5,6300,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,"20 METROS DE LARGO  X 6 METROS DE ANCHO UN TOTAL APROXIMADO DE 120 METROS CUADRADOS, ",-79.385222202,-0.149972250771
683,Zona 4,23D03,SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,MONTERREY,Ordinario,23H00834,UNIDAD EDUCATIVA JOAQUIN GALLEGOS LARA,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,103,2027,1,2027,7,19731.18,2027,7,8820,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,700 metros cuadrados,-79.4957985555,-0.0399123059877
684,Zona 4,23D03,SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,LA CONCORDIA,Ordinario,23H00835,UNIDAD EDUCATIVA LUIS VARGAS TORRES,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,189,2027,1,2027,8,22549.92,2027,8,10080,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.389788264,0.00546240508915
685,Zona 4,23D01,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,CHIGUILPE,Ordinario,23H00836,UNIDAD EDUCATIVA MONS EMILIO LORENZO STEHLE,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,70,2027,1,2027,3,8456.22,2027,3,3780,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,120 metros,-79.1484913897,-0.258251926087
686,Zona 5,24D01,SANTA ELENA,SANTA ELENA,BALLENITA,Ordinario,24H00001,ESCUELA DE EDUCACION BASICA BALLENITA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,43,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.8748932505,-2.20727496315
687,Zona 5,24D01,SANTA ELENA,SANTA ELENA,SANTA ELENA,Ordinario,24H00005,ESCUELA DE EDUCACION BASICA DIECIOCHO DE AGOSTO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,114,2026,1,2026,4,11274.96,2026,4,5040,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,420 METROS CUADRADOS,-80.862761377,-2.22800561589
688,Zona 5,24D01,SANTA ELENA,SANTA ELENA,SANTA ELENA,Ordinario,24H00007,ESCUELA DE EDUCACION BASICA DR CARLOS PUIG VILAZAR,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,70,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,"16,30 m. X 8,20 m. = 133,66",-80.7747352351,-2.14172581344
689,Zona 5,24D01,SANTA ELENA,SANTA ELENA,SIMON BOLIVAR (JULIO MORENO),Ordinario,24H00009,ESCUELA DE EDUCACION BASICA PROFESOR VIRGILIO TORRES LUZURIAGA,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,50,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.3193759865,-2.21478604277
690,Zona 5,24D01,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Ordinario,24H00010,ESCUELA DE EDUCACION BASICA VEINTIUNO DE DICIEMBRE,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,44,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,20x20,-80.8562677131,-2.31818817317
691,Zona 5,24D01,SANTA ELENA,SANTA ELENA,SANTA ELENA,Ordinario,24H00012,UNIDAD EDUCATIVA CARLOS JULIO AROSEMENA TOLA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,105,2026,1,2026,3,8456.22,2026,3,3780,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.7740428454,-2.14128240224
692,Zona 5,24D01,SANTA ELENA,SANTA ELENA,MANGLARALTO,Ordinario,24H00019,ESCUELA DE EDUCACION BASICA SAN ANTONIO DE PADUA,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,65,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,50 metros cuadrados ,-80.7354644892,-1.87314903709
693,Zona 5,24D01,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Ordinario,24H00022,ESCUELA DE EDUCACION BASICA LEONARDO W BERRY,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,93,2026,1,2026,3,8456.22,2026,3,3780,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,11 m  X  11 m,-80.8536752709,-2.32346546197
694,Zona 5,12D03,LOS RIOS,MOCACHE,MOCACHE,Ordinario,12H01935,CENTRO DE EDUCACION INICIAL 16 DE AGOSTO,FISCAL,Intercultural,COSTA,Urbana,Inicial ,146,2026,1,2026,6,16912.44,2026,6,7560,,0.0,0.0,ML_Mo,,,,-79.5074193057,-1.18874280707
695,Zona 5,24D01,SANTA ELENA,SANTA ELENA,SANTA ELENA,Ordinario,24H00027,UNIDAD EDUCATIVA MARISCAL SUCRE,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,56,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.5822083195,-2.24793579244
696,Zona 5,24D01,SANTA ELENA,SANTA ELENA,SANTA ELENA,Ordinario,24H00031,UNIDAD  EDUCATIVA  PROF CLEOFE APOLINARIO ORRALA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,69,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,5*5=25 METROS CUADRADO,-80.7071555969,-2.3139069756
697,Zona 5,12D01,LOS RIOS,BABAHOYO,CARACOL,Ordinario,12H00155,UNIDAD EDUCATIVA CARACOL,FISCAL,Intercultural,COSTA,Rural,"Inicial, Educacion Basica y Bachillerato",120,2026,1,2026,5,14093.7,2026,5,6300,,0.0,0.0,ML_Mo,,,,-79.4635480769,-1.67228595496
698,Zona 5,24D01,SANTA ELENA,SANTA ELENA,SANTA ELENA,Ordinario,24H00039,CENTRO DE EDUCACION INICIAL VIRGINIA REYES GONZALEZ,FISCAL,Intercultural,COSTA,Urbana,Inicial,207,2026,1,2026,7,19731.18,2026,7,8820,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.8588833402,-2.22570256712
699,Zona 5,24D02,SANTA ELENA,LA LIBERTAD,LA LIBERTAD,Ordinario,24H00041,ESCUELA DE EDUCACION BASICA CARMEN EUFEMIA MONTENEGRO DE OBREGON,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,104,2026,1,2026,4,11274.96,2026,4,5040,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.9020696754,-2.23014824386
700,Zona 5,24D01,SANTA ELENA,SANTA ELENA,SANTA ELENA,Ordinario,24H00045,ESCUELA DE EDUCACION  BASICA CARMEN CALISTO DE BORJA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,35,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.8548998422,-2.21951392922
701,Zona 5,12D06,LOS RIOS,BUENA FE,PATRICIA PILAR,Ordinario,12H01707,PATRICIA PILAR,FISCAL,Intercultural,COSTA,Rural,Inicial y EGB,52,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,,,12 METROS POR 30 DE ANCHO 84 METROS CUADRADOS ,-79.36952954,-0.578665269794
702,Zona 5,24D01,SANTA ELENA,SANTA ELENA,ATAHUALPA,Ordinario,24H00060,UNIDAD EDUCATIVA JUAN ALBERTO PANCHANA PADRON,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,46,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.7766969746,-2.31240883175
703,Zona 5,24D01,SANTA ELENA,SANTA ELENA,COLONCHE,Ordinario,24H00062,ESCUELA DE EDUCACION BASICA RAFAEL MORAN VALVERDE,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,41,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.726600519,-2.0427006232
704,Zona 5,24D01,SANTA ELENA,SANTA ELENA,COLONCHE,Ordinario,24H00064,ESCUELA DE EDUCACION BASICA JUAN LEON MERA MARTINEZ,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,38,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,27 X 30 = 810 metros cuadrados,-80.6518424967,-1.91323799038
